,date,text,user_followers,user_favourites,Compound,Open,Close,Volume
25,2021-05-28,"whales 🐳🐳🐳, whales 🐳🐳🐳 and... whales🐳🐳🐳
 bitcoin  btc  cryptonews  cryptocurrencies  cryptocurrency  crypto  ethereum  eth  whalealert  whale  whaleplay",94387.0,13850.0,0.0,38507.082031,35697.605469,55200191952
26,2021-05-28,"bitcoin remains in uncertainty because of the whales 🐳🐳🐳 that shamelessly manipulate the market. with dollar inflation forecasts, the  btc should be valued. but whales 🐳🐳🐳 don't allow it. it should be an independent market, but it is not.  cryptonews",94387.0,13850.0,-0.3504,38507.082031,35697.605469,55200191952
27,2021-05-28,there are many interests behind this recent attack on  bitcoin.  and the whales 🐳🐳🐳 continue to rule the game. whales are not letting up.  they probably want to buy more in the dip...  btc  bitcoinnews  crypto  cryptocurrency  crypronews  cryptocurrencies  bitcoiners  hodl,94387.0,13850.0,-0.2023,38507.082031,35697.605469,55200191952
28,2021-05-28,you have been a key figure for the crypto community!  congratulations for the brilliant performance!  bitcoin  btc  crypto  cryptocurrency  cryptocurrencies  bitcoins  bitcoinnews  hodl  hodlers,94387.0,13850.0,0.8513,38507.082031,35697.605469,55200191952
29,2021-05-27,"this is amazing news! 👏👏

shoutout to  paypal!

 

  bitcoin  crypto  cryptocurrency  news ca spain  _br uk   4business  btc",148915.0,17099.0,0.658,39316.890625,38436.96875,43210968721
30,2021-05-27,"to answer your qn  2
 cbdc will serve as an on-ramp &amp; off-ramp for  cryptocurrency, more specifically  bitcoin; to hedge against volatility, etc.

  btc is already being used across the world, the trillion dollar market cap is proof of that.",148915.0,17099.0,0.0,39316.890625,38436.96875,43210968721
31,2021-05-27,"country's own national reserve of  bitcoin

e.g. usa - 

this is separate from company's own or the people's own personal  bitcoins

that said, organisations now stand a chance to possibly become more powerful than even a country's govt too, if they own more  btc",148914.0,17099.0,0.624,39316.890625,38436.96875,43210968721
32,2021-05-27,"the amount of  bitcoin in the country's reserves will determine the strength/influence of the country's own currency, as it transits into  digitalcurrency 💰🏦

the country/organization with the most  btc will rule the world 🌎 

 cbdc  goldrush  economics  cryptocurrency  crypto",148914.0,17099.0,0.0,39316.890625,38436.96875,43210968721
33,2021-05-26,"the  crypto market over the next 12-24 months will grow without the dependence of  bitcoin. great companies/coins will grow without the need for  btc to lead the way.

 ada  ethereum and as you can see  matic will grow regardless what bitcoin does.  cryptobro ",96201.0,33770.0,0.6249,38392.625,39294.199219,51346735160
34,2021-05-25,""" btc’s price will likely remain volatile until we exceed the market cap of gold. also, there are likely going to be new  bitcoin-focused financial products coming to market that will reduce volatility and gyrations."" -   blockstreamfinance ",148477.0,13838.0,0.0,38795.78125,38402.222656,56211915803
35,2021-06-23,"stock market today:  has a bit of important advice for investors who are short the meme stocks. 

he also leans toward  ethereum over  bitcoin
",786675.0,11356.0,0.2023,32515.714844,33723.027344,46317108925
36,2021-06-23,"the reaction when  bitcoin finally breaks below the range and immediately bounces. 

watch until the end. ",486343.0,89796.0,0.0,32515.714844,33723.027344,46317108925
37,2021-06-23,bitcoin exchange  is now an official sponsor of major league baseball! ⚾ ,1111558.0,14427.0,0.0,32515.714844,33723.027344,46317108925
38,2021-06-23,". claims that by using  bitcoin, instead of trad'l remittance transfer services,  elsalvador will save billions. this statement is factually unhinged. elsl's remittance costs are the 6th lowest in the world &amp; the lowest in latam () ",337896.0,6777.0,-0.25,32515.714844,33723.027344,46317108925
39,2021-06-23,"china's  bitcoin mining crackdown has led to bitmain halting mining rig sales, exodus of miners and decline in the hash rate.

covered by :

",1111560.0,14427.0,-0.128,32515.714844,33723.027344,46317108925
40,2021-06-23,". breaks down how a combination of elon musk's twitter antics, tribalism, greed, speculation and a general lack of  crypto knowledge led to  bitcoin's price getting cut in half. 
",786676.0,11356.0,-0.7269,32515.714844,33723.027344,46317108925
41,2021-06-23,"""if it needed more help than square and twitter, i would leave them for  bitcoin."" -  ",1111560.0,14427.0,0.4201,32515.714844,33723.027344,46317108925
42,2021-06-22,"minneapolis fed president neel kashkari calls doge a ponzi scheme 



 bitcoin  blockchain  banking  cash  fintech  finance  future  cryptocurrency ",492894.0,19938.0,0.0,31622.376952999995,32505.660156,58964353058
43,2021-06-22,jim cramer has sold his  bitcoin now we can pump,492325.0,106987.0,0.0,31622.376952999995,32505.660156,58964353058
44,2021-06-22,“ bitcoin was designed to be protected from the influence of charismatic leaders.” —satoshi nakamoto,134470.0,21688.0,0.4404,31622.376952999995,32505.660156,58964353058
45,2021-06-22,bitcoin steadies in  asia trading after monday's plunge ,106211.0,35876.0,0.0,31622.376952999995,32505.660156,58964353058
46,2021-06-22,"these two risk factors could delay bitcoin bull market: on-chain analyst willy woo

 

 bitcoin  blockchain  banking  cash  fintech  finance  future  cryptocurrency ",492895.0,19938.0,-0.0772,31622.376952999995,32505.660156,58964353058
47,2021-06-22,"el salvador - the whole story with jack mallers — 

what bitcoin did 

 bitcoin  blockchain  banking  cash  fintech  finance  future  cryptocurrency ",492895.0,19938.0,0.0,31622.376952999995,32505.660156,58964353058
48,2021-06-22,"facebook's david marcus, who is in charge of diem, formerly libra, believes that the chinese government cracking down on  bitcoin mining is ""a great development"" for btc.  cryptocurrency. ",1444373.0,10093.0,0.6249,31622.376952999995,32505.660156,58964353058
49,2021-06-22,"bitcoin price can hit  450k in 2021,  135k is ‘worst-case scenario’  



 bitcoin  blockchain  banking  cash  fintech  finance  future  cryptocurrency ",492895.0,19938.0,0.0,31622.376952999995,32505.660156,58964353058
50,2021-06-22,"big  bitcoin  player buys the  dip 

while  china  crackdown widens 

  fintech  crypto       ",110350.0,192509.0,0.0,31622.376952999995,32505.660156,58964353058
51,2021-06-22,"cramer has lettuce 🥬 hands.

 bitcoin",398607.0,64436.0,0.0,31622.376952999995,32505.660156,58964353058
52,2021-06-22,"a  130 million  crypto  quant 

nets big  returns as  options boom 

  fintech  bitcoin   ",110350.0,192509.0,0.0,31622.376952999995,32505.660156,58964353058
53,2021-06-22,"elon musk and china won't stop bitcoin from hitting  135,000 this year, says famed crypto analyst



 bitcoin  blockchain  banking  cash  fintech  finance  future  cryptocurrency ",492895.0,19938.0,0.2235,31622.376952999995,32505.660156,58964353058
54,2021-06-22,"this  bitcoin atm in el salvador dispenses no cash. one day, it won't need a sign ✊ ",1111705.0,14427.0,-0.296,31622.376952999995,32505.660156,58964353058
55,2021-06-22,"good question. 

i still have troble getting the landlord to take  btc and the grocery is also problematic at present. 

while i don't think  bitcoin will be easier to spend than a gold brick anytime soon, i see us doing digital transaction in  crypto as a norm.",492895.0,19938.0,0.4215,31622.376952999995,32505.660156,58964353058
56,2021-06-22,you will want to watch this.  bitcoin ,267077.0,13203.0,0.0772,31622.376952999995,32505.660156,58964353058
57,2021-06-22,"you’d be crazy to spend your  bitcoin,  ethereum, or  dogecoin 

with  coinbase’s  debitcard 

  fintech  crypto  ",110350.0,192509.0,-0.34,31622.376952999995,32505.660156,58964353058
58,2021-06-22,"chinese logistics firm 

 airlifting  bitcoinmining machines to  maryland: report 

  fintech  china  crypto  blockchain  bitcoin   ",110350.0,192509.0,0.0,31622.376952999995,32505.660156,58964353058
59,2021-06-22,"russian billionaire oleg deripaska urges bank of russia to move to bitcoin 



 russia  bankofrussia  banking  billionaire  deripaska  bitcoin  russianbillionaire  olegderipaska ",492895.0,19938.0,0.0,31622.376952999995,32505.660156,58964353058
60,2021-06-22,"the chinese government is next level... if they are shutting down  bitcoin mining, there is a strategic, and likely stealthy, reason. 

what do you think that reason is? 

all theories welcome! [ h/t  on the tweet below, which i can not verify ] ",434562.0,93253.0,0.4926,31622.376952999995,32505.660156,58964353058
61,2021-06-22,"jim cramer has sold almost all of his  bitcoin, citing the chinese government's crackdown on bitcoin  mining and  ransomware attacks.  cryptocurrency ",1444382.0,10093.0,-0.4404,31622.376952999995,32505.660156,58964353058
62,2021-06-21,"bitcoin and  cryptocurrency talk. 🔥🌋

 ",398606.0,64436.0,-0.34,35641.144531,31676.693358999997,52809038594
63,2021-06-21,will asia help  bitcoin rises?,398606.0,64436.0,0.4019,35641.144531,31676.693358999997,52809038594
64,2021-06-21,what happened to  bitcoin?,398606.0,64436.0,0.0,35641.144531,31676.693358999997,52809038594
65,2021-06-21,"why i bought  bitcoin as a gen z.

""we’re holding money that is devaluing while the prices of things we wish to acquire skyrocket. double rekt.""

written by .

",1111719.0,14427.0,0.4019,35641.144531,31676.693358999997,52809038594
66,2021-06-21,"bitcoin needs to hold above  30,000.",398612.0,64436.0,0.0,35641.144531,31676.693358999997,52809038594
67,2021-06-21,"seem a little one-sided?
retail smashing market sell while smart money places bids &amp; waits?
 bitcoin ",100549.0,7396.0,0.4696,35641.144531,31676.693358999997,52809038594
68,2021-06-21,"""this is totally new and different and it's the first genuinely new asset class in about 150 years ... it has tremendous investment opportunities.""  bitcoin  cryptocurrency ",1444414.0,10093.0,0.6573,35641.144531,31676.693358999997,52809038594
69,2021-06-21,"amid volatile price action in  bitcoin,  is advising caution ahead.
",786697.0,11359.0,0.0,35641.144531,31676.693358999997,52809038594
70,2021-06-21,while the masses fall in line with laser eyes to indicate they are into  bitcoin i will pioneer the next big thing.   newprofilepic ,672622.0,43977.0,0.0,35641.144531,31676.693358999997,52809038594
71,2021-06-21,"in this episode of bitcoin magazine’s ""meet the taco plebs,""  sat down with the pleb , to discuss his  bitcoin rabbit hole story, his thoughts on bitcoin’s impact on life and his future price predictions.

 ",1111727.0,14427.0,0.0,35641.144531,31676.693358999997,52809038594
72,2021-06-21,"how  bitcoin improves financial access and inclusion.

""bitcoin is a digital asset that is more nimble and better designed to meet the needs of unbanked people than the old institutions that failed them.""

written by .

",1111728.0,14427.0,0.6326,35641.144531,31676.693358999997,52809038594
73,2021-06-21,"💰the  420k giveaway is on! 💰 

we’re celebrating the addition of  doge on sofi invest by giving out a total of  420,000 in cash. get in on the action (and get  10 in  bitcoin too) when you make your first crypto trade! →  ",122259.0,11402.0,0.7707,35641.144531,31676.693358999997,52809038594
74,2021-06-21,". purchased an additional  489 million more worth of  bitcoin bringing the company’s total to 105,085  btc! 

",446589.0,6518.0,0.358,35641.144531,31676.693358999997,52809038594
75,2021-06-21,"""you can not trust the people who decide what monetary freedom means. the people who should make the decisions are you."" -  on  bitcoin ",1111729.0,14427.0,0.3607,35641.144531,31676.693358999997,52809038594
76,2021-06-21,"stock market today:  says  bitcoin faces multiple headwinds as china turns more hostile towards  crypto.
",786697.0,11359.0,-0.4391,35641.144531,31676.693358999997,52809038594
77,2021-06-21,"keep calm &amp; hodl on.

one of  bitcoin best attributes is its anti-fragility. but remember that doesn’t mean it’s not going to be volatile. it’s what it is. just gotta go with the flow 

nfa

nfa ",212433.0,8491.0,0.5023,35641.144531,31676.693358999997,52809038594
78,2021-06-21,"for anyone worried about short term price action on  bitcoin,  its worth pointing out that it wouldn't be the best asymmetric bet of your lifetime.... if everyone else saw what was coming.

being early ensures being misunderstood by the majority.",229342.0,9188.0,-0.7243,35641.144531,31676.693358999997,52809038594
79,2021-06-21,"drop fiat, adopt  bitcoin ",1111741.0,14427.0,-0.1027,35641.144531,31676.693358999997,52809038594
80,2021-06-21,"we need  bitcoin. 

don’t focus on the maxi’s.",398610.0,64436.0,0.0,35641.144531,31676.693358999997,52809038594
81,2021-06-21,"typical  bitcoin dips are 50-75% (correct?), so we are at ~50% &amp; the  15-16k level would be rock bottom according to 75% pull back

of course, history means nothing when it comes to alchemy money... could go to  100k or to  1k

 tether and  chinabanscrypto are obvious headwinds",434564.0,93253.0,0.0,35641.144531,31676.693358999997,52809038594
82,2021-06-21,"what is a  btc  bitcoin death cross? 

moon or bust with , , &amp; 
full show:  ",176953.0,8995.0,-0.5994,35641.144531,31676.693358999997,52809038594
83,2021-06-21,"watch what they do, not what they say: wall street  bitcoin adoption is accelerating 👀 ",1111746.0,14427.0,0.0,35641.144531,31676.693358999997,52809038594
84,2021-06-21,"watch moon or bust and talk about  doge  dogecoin with ! 
also: what is a  bitcoin death cross?  xrp, and china

, , &amp;  
live at 2pm et
🚀🚀",176953.0,8995.0,-0.636,35641.144531,31676.693358999997,52809038594
85,2021-06-21,bitcoin mining firm  has received approval for listing on the nasdaq capital markets exchange 📈,1111748.0,14427.0,0.4767,35641.144531,31676.693358999997,52809038594
86,2021-06-21,interesting data given that sec rejected the latest  bitcoin etf last week. ,97573.0,9280.0,-0.1531,35641.144531,31676.693358999997,52809038594
87,2021-06-21,"expect 'rocky' price action in  bitcoin? 

here's what  is watching: ",786696.0,11359.0,0.0,35641.144531,31676.693358999997,52809038594
88,2021-06-21,"on the bright side, not seeing many people talking about the nonexistent correlation between  bitcoin and stocks.",486345.0,89797.0,0.4404,35641.144531,31676.693358999997,52809038594
89,2021-06-21,"few people explain  bitcoin with more depth and accessibility than , author of the bullish case for bitcoin. here's my  q&amp;a with him from  bitcoinmiami. ",101792.0,48134.0,0.0,35641.144531,31676.693358999997,52809038594
90,2021-06-21,"i believe the future of money is in  crypto and  bitcoin is paving the way for it... more countries like  elsalvador should come forward for adoption.
 ",690119.0,7121.0,0.4173,35641.144531,31676.693358999997,52809038594
91,2021-06-21,venezuelan authorities seized more than 400  bitcoin  miners last week. ,1444449.0,10093.0,0.0,35641.144531,31676.693358999997,52809038594
92,2021-06-21,the canadian elite basketball league will allow players to receive portions of their salaries in  bitcoin,1111751.0,14427.0,0.2263,35641.144531,31676.693358999997,52809038594
93,2021-06-21,i don't believe the bearish market especially with the news from  china would reduce the faith in  crypto. there is a huge future ahead with countries adopting  bitcoin like how el salvador and other countries have. myself?  hodl  ,690119.0,7121.0,0.765,35641.144531,31676.693358999997,52809038594
94,2021-06-21,"sotheby’s to accept  crypto 

for rare 100-carat  diamond in upcoming  auction 

  fintech   nft  bitcoin  ether  ethereum   ",110350.0,192509.0,0.6124,35641.144531,31676.693358999997,52809038594
95,2021-06-21,should we attack  bitcoin? is it bitcoin or  bitcoins? fractional  bitcoining? [2021]  ,611267.0,13567.0,-0.5632,35641.144531,31676.693358999997,52809038594
96,2021-06-21,"the ""right"" as well.  bitcoin is not political. 
it is truth and freedom.",229343.0,9188.0,0.8225,35641.144531,31676.693358999997,52809038594
97,2021-06-21,michael thanks you for selling him your cheap  bitcoin ,314177.0,8273.0,0.4404,35641.144531,31676.693358999997,52809038594
98,2021-06-21,". &amp;  will be hosting a night of live comedy, music and  bitcoin celebration called the “f*ck elon tour” on july 8

we will be live streaming the show and giving away four tickets to the upcoming bitcoin 2022 conference to attendees

",1111767.0,14427.0,0.5994,35641.144531,31676.693358999997,52809038594
99,2021-06-21,"the community is depressed, the news cycle as bearish and full of fud... and  btc is still above support (for now).

my thoughts on the  bitcoin chart, the insane news cycle and the mentality of humans.

",486353.0,89797.0,-0.6597,35641.144531,31676.693358999997,52809038594
100,2021-06-21,"not sure if anyone is paying attention, but this is the same reason the ant financial ipo was pulled. an open monetary network like  bitcoin redistributes power away from the state to the people. 

imagine what society would look like without it. ",229345.0,9188.0,0.7201,35641.144531,31676.693358999997,52809038594
101,2021-06-21,"did you know  cryptocurrency has a carbon footprint? 

as pressure mounts, see how  chinese  bitcoin miners plan to go green. 

 ",286628.0,9044.0,-0.296,35641.144531,31676.693358999997,52809038594
102,2021-06-21,not everyone was impressed with microstrategy’s  bitcoin buy announcement and a few people like peter schiff made snide comments. ,1444480.0,10093.0,-0.0139,35641.144531,31676.693358999997,52809038594
103,2021-06-21,"excited to join  on   at the top of the hour (noon et) to talk about  bitcoin and china

tl;dr - the most liquid trade pair is btc / usdt - for good reason. most trading is done crypto to crypto, and doesn't touch the banking system. 

iykyk",190123.0,47540.0,0.8074,35641.144531,31676.693358999997,52809038594
104,2021-06-21,"6. what is taproot and why is it important to  bitcoin? because the taproot upgrade for bitcoin would allow smart contracts.

written by mudrex: ",267080.0,13203.0,0.6597,35641.144531,31676.693358999997,52809038594
105,2021-06-21,today is the day!  amazing bitcoin collection 2011 art piece is available for purchase! only 21 of these will ever be minted. it goes live at 20:11 edt (8:11 pm edt) at   nft  bitcoin  ,672618.0,43977.0,0.658,35641.144531,31676.693358999997,52809038594
106,2021-06-21,"michael saylor just bought the dip. 

 bitcoin",398618.0,64436.0,0.0,35641.144531,31676.693358999997,52809038594
107,2021-06-21,"here are some indian startups and exchange platforms where you can trade digital assets like  bitcoin, ethereum, dogecoin, and matic, among other altcoins.

     

",258574.0,34176.0,0.4939,35641.144531,31676.693358999997,52809038594
108,2021-06-21,"it is virtually impossible to stop  bitcoin a free and open monetary network. 
and also understand why a government that is against individual rights and freedoms would want to because it robs them of their domain over people.",229345.0,9188.0,0.1531,35641.144531,31676.693358999997,52809038594
109,2021-06-21,"-  bitcoin plunges as one of china’s biggest banks bans  crypto transactions.

-  ravn soars on a  2.1 billion offer from  cnhi.

- stocks aim for a rebound after hawkish fed comments last week.

 breaks down what thestreet is watching today! ",786694.0,11359.0,0.0,35641.144531,31676.693358999997,52809038594
110,2021-06-21,"this entire  bitcoin mining sh*t being banned in china is great thing. 

take those mining machine and go to eastern europe where they have plenty of renewal energy that goes to waste monthly. cheap as well. 

go find the nearest volcano 🌋",398618.0,64436.0,0.3612,35641.144531,31676.693358999997,52809038594
111,2021-06-21,"redfoxliz is back on tiktok but  dogecoin and  bitcoin bombing on ban!!  mara  riot  coin  cryptocurrency  universalmusic

",104636.0,6246.0,-0.9078,35641.144531,31676.693358999997,52809038594
112,2021-06-21,"china’s  bitcoin ban is short-term negative, long-term positive",1006799.0,17787.0,-0.5719,35641.144531,31676.693358999997,52809038594
113,2021-06-21,"microstrategy (  mstr ) now holds more than 105,000  bitcoin
",786694.0,11359.0,0.0,35641.144531,31676.693358999997,52809038594
114,2021-06-21,. now owns 1 out of every 210  bitcoin that will ever be created ,1111771.0,14427.0,0.25,35641.144531,31676.693358999997,52809038594
115,2021-06-21,is your actual golf game better than your game   let's see! use my promo code: bvlisa1000 or with your cryptocurrency: lisa250bv   bovada  bitcoin  golf  pga ,1284467.0,80620.0,0.4926,35641.144531,31676.693358999997,52809038594
116,2021-06-21,"moonbtcb is not only the best memecoin but you can also collect  bitcoin  rewards daily just for holding it.♥️

4,5% from the tax is redistributed for holders! wow!🔥

don't miss the  moonbtcb private/pre sale!

tg: 
website: 

 bsc ",422348.0,19773.0,0.9372,35641.144531,31676.693358999997,52809038594
117,2021-06-21,"this is a long way of saying that we don't know what the price will be tomorrow, but on a multi-year view you would have to be a very brave person to bet against  bitcoin making new aths once again

my personal view is that after the summer, we see a resurgence of interest again.",100553.0,7396.0,0.8761,35641.144531,31676.693358999997,52809038594
118,2021-06-21,buying and selling  bitcoin due to emotional triggers rarely ends well. i remember perfectly asking an investor to reconsider selling following a china ban crash in 2017. the price was  900. he sold.,100553.0,7396.0,-0.3213,35641.144531,31676.693358999997,52809038594
119,2021-06-21,"over the medium term, hashrate leaving china is a net positive as it eliminates 'china controls  bitcoin' fud and also probably helps increase the % of renewable energy used by miners.

 bitcoin's difficulty will adjust and any hashrate loss will soon be irrelevant",100553.0,7396.0,0.5859,35641.144531,31676.693358999997,52809038594
120,2021-06-21,"no other asset in history (afaik) has ever crashed &gt;80% three times only to come back every time &amp; make new aths. each time  bitcoin persists through fud, crash, etc. it gains value as the ultimate resilient hard asset",100553.0,7396.0,-0.2982,35641.144531,31676.693358999997,52809038594
121,2021-06-21,this cycle nocoiners were mocking  bitcoin for being a lousy disaster hedge during the covid crash in march 2020. even ogs watched in disbelief as it came back stronger than ever.  bitcoin has now proven itself as an inflation play that's better than gold,100553.0,7396.0,-0.7269,35641.144531,31676.693358999997,52809038594
122,2021-06-21,"... exchanges simply moved.

in 2016  bitcoin was called a 'failed experiment' by an ex core dev &amp; people launched multiple forks, claiming to be the real  btc. miners tried to defy the users/hodl'ers and caused a 50% correction. everyone that bet on another fork has been rekt",100553.0,7396.0,-0.4215,35641.144531,31676.693358999997,52809038594
123,2021-06-21,"people were absolutely convinced that the only reason  bitcoin went &gt; 1000 in '13 was due to the wily bot running at mt.gox &amp; so that peak would never be surpassed again.

there was even fud about satoshi coming back and dumping his coins!

china cut off banking to exchanges...",100553.0,7396.0,-0.4213,35641.144531,31676.693358999997,52809038594
124,2021-06-21,"it might not feel like it, but every fud piece &amp; attack on  bitcoin is making it stronger &amp; more valuable over the long term.

in 2013 everyone was convinced it was a ponzi &amp; it was going to zero. in 2014/15 people still believed that was a possibility.",100553.0,7396.0,0.6351,35641.144531,31676.693358999997,52809038594
125,2021-06-21,"-  mstr's binary play on  bitcoin
- why big banks struggle to compete with fintech
+ more.

your market recap with  ⤵️
",786696.0,11359.0,0.0258,35641.144531,31676.693358999997,52809038594
126,2021-06-21,pouring one out for all the strategists and pundits who pivoted to laser eyes in april to stay relevant.  bitcoin,84800.0,27737.0,0.0,35641.144531,31676.693358999997,52809038594
127,2021-06-21,"just in —  confirms it spent  489 million in cash to buy an additional 13,005  btc

the company now holds over 100,000  bitcoin ",1111784.0,14427.0,0.0,35641.144531,31676.693358999997,52809038594
128,2021-06-21,"the russian billionaire said that even a poor country like el salvador ""realized the need for  digitalcurrencies and took a simple path - recognized  bitcoin as a means of payment.”  cryptocurrency ",1444512.0,10093.0,-0.1531,35641.144531,31676.693358999997,52809038594
129,2021-06-21,understand the conviction. question though: as the price average and employed leverage have both been rising what's the risk profile/consequence if  bitcoin were to drop below the average holding price?,276510.0,42231.0,-0.4939,35641.144531,31676.693358999997,52809038594
130,2021-06-21,nobody represents  bitcoin and you are welcome to do your own work here.,301728.0,44584.0,0.4588,35641.144531,31676.693358999997,52809038594
131,2021-06-21,"over 1,000  bitcoin worth  36 million was transferred off coinbase this morning. the transaction cost just  16. ",1111785.0,14427.0,0.2263,35641.144531,31676.693358999997,52809038594
132,2021-06-21,"wen mtgox fud? seems like its been a while...
 bitcoin",100555.0,7396.0,0.1027,35641.144531,31676.693358999997,52809038594
133,2021-06-21,"bitcoin price crashed by around 9% after reports emerged that china intensified its crackdown on the said cryptocurrency mining.

",258574.0,34176.0,0.0,35641.144531,31676.693358999997,52809038594
134,2021-06-21,". payments lead david marcus: china mining crackdown ""a great development"" for  bitcoin ",1111790.0,14427.0,0.6249,35641.144531,31676.693358999997,52809038594
